"dateTime","code","value"
"2004-06-22","TN",3.149
"2004-07-20","TN",2.401
"2004-08-17","TN",1.742
"2004-09-14","TN",1.586
"2004-10-26","TN",1.512
"2004-11-16","TN",1.817
"2004-12-21","TN",1.682
"2005-02-02","TN",1.757
"2005-03-22","TN",2.069
"2005-04-13","TN",1.539
"2005-04-27","TN",1.7595
"2005-05-10","TN",2.344
"2005-05-24","TN",2.2035
"2005-06-14","TN",3.063
"2005-07-12","TN",2.557
"2005-08-10","TN",1.424
"2005-09-07","TN",1.077
"2005-10-11","TN",1.04
"2005-11-16","TN",1.69
"2006-01-10","TN",1.87
"2006-02-14","TN",2.15
"2006-03-15","TN",2.25
"2006-04-05","TN",2.37
"2006-04-18","TN",2.78
"2006-05-09","TN",3.13
"2006-05-31","TN",3.76
"2006-06-14","TN",3.08
"2006-06-26","TN",2.59
"2006-07-17","TN",2.55
"2006-08-21","TN",1.09
"2006-09-19","TN",1.29
"2006-10-18","TN",1.39
"2006-11-13","TN",1.68
"2007-01-23","TN",2.23
"2007-02-26","TN",2.12
"2007-03-19","TN",2.32
"2007-04-02","TN",3.14
"2007-04-16","TN",3.15
"2007-04-30","TN",3.02
"2007-05-14","TN",3.77
"2007-06-11","TN",2.86
"2007-06-27","TN",2.95
"2007-07-25","TN",1.85
"2007-08-13","TN",1.17
"2007-08-29","TN",1.14
"2007-11-07","TN",2.62
"2007-12-11","TN",2.29
"2008-02-11","TN",2.855
"2008-03-10","TN",2.17
"2008-04-07","TN",1.71
"2008-04-21","TN",1.61
"2008-05-05","TN",1.99
"2008-05-27","TN",2.17
"2008-06-09","TN",2.26
"2008-06-23","TN",3.24
"2008-07-08","TN",3.27
"2008-08-18","TN",1.84
"2008-10-20","TN",1.4107
"2008-11-17","TN",1.746
"2009-01-19","TN",2.452
"2009-02-03","TN",2.075
"2009-03-02","TN",2.476
"2009-04-06","TN",2.517
"2009-04-23","TN",2.183
"2009-05-04","TN",2.029
"2009-05-20","TN",1.698
"2009-06-01","TN",1.651
"2009-06-18","TN",2.083
"2009-08-13","TN",1.74
"2009-10-08","TN",1.239
"2009-12-02","TN",1.938
"2010-01-12","TN",1.782
"2010-02-16","TN",1.62
"2010-02-23","TN",1.5515
"2010-03-11","TN",1.586
"2010-03-22","TN",2.406
"2010-04-07","TN",2.513
"2010-04-21","TN",2.455
"2010-05-05","TN",2.743
"2010-05-19","TN",1.68
"2010-06-02","TN",2.175
"2010-06-16","TN",2.551
"2010-08-11","TN",2.349
"2010-10-27","TN",2.151
"2010-12-08","TN",1.978
"2011-01-10","TN",2.069
"2011-02-09","TN",2.32
"2011-02-22","TN",2.115
"2011-03-08","TN",3.578
"2011-03-21","TN",2.509
"2011-04-06","TN",2.08
"2011-04-20","TN",2.2815
"2011-05-09","TN",1.643
"2011-05-16","TN",1.673
"2011-05-23","TN",1.693
"2011-05-30","TN",1.601
"2011-06-06","TN",1.615
"2011-06-13","TN",1.916
"2011-06-20","TN",2.524
"2011-06-27","TN",2.557
"2011-07-11","TN",2.537
"2011-07-25","TN",2.168
"2011-08-22","TN",1.606
"2011-10-24","TN",1.14853
"2011-12-06","TN",1.64374
"2012-01-17","TN",1.53874
"2012-02-06","TN",1.58881
